Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,pain management salem oregon,,,,,,260,23,3.85,0.29,15100000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.81,0.81,0.81,1.00,0.65,0.81,0.81,0.81,1.00,0.81,0.81,0.65",20,,
us,320 240,,,,,,260,22,0.00,0.00,490000000,Informational,"Image Pack, Video, Image, People Also Ask, AI Overview","0.53,0.53,0.53,0.53,0.82,0.82,0.53,0.53,0.53,1.00,0.82,0.82",75,,
us,pain management laurel ms,,,,,,210,7,2.18,0.07,1770000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack","0.65,0.65,0.80,0.65,1.00,0.65,0.80,0.80,0.80,0.80,0.80,0.80",90,,
us,dunes pain specialists,,,,,,210,18,0.00,0.00,358000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.43,0.43,0.43,0.54,0.54,0.43,0.43,0.43,0.43,0.54,0.54,0.43",20,,
us,delaware back pain,,,,,,210,18,0.00,0.00,41700000,"Navigational, Commercial","Site Links, Image, Related Searches, Local Pack","0.43,0.43,0.53,0.66,0.66,0.12,0.35,0.66,0.82,0.66,0.82,0.23",20,,
us,bone and joint center bismarck nd,,,,,,210,35,0.00,0.02,122000,Navigational,"Site Links, People Also Ask, Related Searches, Knowledge Panel","0.43,0.43,0.53,0.53,0.65,0.53,0.65,0.53,0.53,0.65,0.65,1.00",20,,
us,aurora delavan wi,,,,,,210,25,4.63,0.03,234000,"Informational, Navigational","Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.80,1.00,0.80,0.65,0.65,0.80,0.80,1.00,0.80,0.80,0.80,0.80",70,,
us,dr yakov perper,,,,,,210,24,2.52,0.10,1680,"Informational, Transactional","Site Links, Knowledge Panel","0.53,0.35,0.43,0.66,0.53,0.53,0.43,0.53,0.66,0.66,0.66,0.53",20,,
us,northern colorado pain management,,,,,,210,40,0.00,0.02,8950000,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.80,1.00,0.65,0.80,0.80,0.65,0.65,0.80,0.80,0.80,0.80,0.80",20,,
us,dr yakov perper md,,,,,,210,24,2.52,0.10,1180,"Informational, Transactional","Knowledge Panel, Image","0.43,0.43,0.65,0.21,0.34,1.00,1.00,0.43,0.43,1.00,0.81,0.81",70,,
us,boomerang health,,,,,,210,35,2.11,0.03,20700000,Navigational,"Video Carousel, People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.53,0.80,0.65,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.53",20,,
us,worcester pain management,,,,,,210,18,1.94,0.14,3580000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.65,0.80,0.65,0.80,0.65,0.65,0.65,0.80,0.80,0.80,1.00,0.80",20,,
us,100 rosebrook way wareham,,,,,,210,11,0.00,0.03,9180,"Informational, Transactional","Image, People Also Ask, Related Searches","0.65,1.00,0.81,0.81,0.34,0.65,1.00,0.43,0.34,0.65,0.53,0.81",90,,
us,integrity pain and wellness scottsdale arizona,,,,,,210,28,2.50,0.24,51100,Navigational,"Knowledge Panel, Site Links, Video, Image, Related Searches","0.23,0.23,0.28,0.18,0.23,0.54,0.54,0.23,0.18,0.44,0.44,0.44",20,,
us,swedish pain services first hill,,,,,,210,17,0.00,0.07,8090000,"Informational, Transactional","Knowledge Panel, Image Pack, Video, Image, People Also Ask, Related Searches","0.21,0.81,0.43,0.65,0.65,0.65,0.65,0.81,0.81,0.81,1.00,1.00",70,,
us,2044 westchester ave,,,,,,210,11,0.00,0.00,119000,Informational,"Image Pack, Image, Related Searches","0.17,0.17,0.17,0.17,0.26,0.17,0.21,0.21,0.17,0.21,0.21,0.21",90,,
us,vanderbilt pain management,,,,,,210,13,2.94,0.05,5760000,Transactional,"Site Links, People Also Ask, Related Searches, Local Pack","0.43,0.43,0.53,0.53,0.53,0.53,0.53,0.82,0.53,0.53,0.53,0.53",20,,
us,mendelson kornblum sterling heights,,,,,,210,18,0.00,0.02,2010,"Informational, Transactional","Knowledge Panel, Site Links, Image, Related Searches","0.43,0.34,0.34,0.65,1.00,0.81,1.00,1.00,0.81,0.81,0.65,0.65",20,,
us,advocate pain management center,,,,,,210,25,2.24,0.15,47600000,Transactional,"Video, Related Searches, Local Pack","0.65,0.80,1.00,1.00,1.00,0.80,0.34,1.00,0.80,1.00,0.80,0.80",90,,
us,richmond spine intervention & pain center,,,,,,140,30,2.66,0.08,227000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video","0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.28,0.23,1.00,1.00,0.81",20,,
us,wvu pain management,,,,,,210,18,0.00,0.01,369000,"Informational, Transactional","Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.65,0.80,0.65,0.80,0.80,0.65,0.65,0.80,1.00,0.80,1.00,0.80",70,,
us,pain management san luis obispo ca,,,,,,210,12,2.08,0.14,220000,Commercial,"Local Pack, Site Links, Video, Related Searches","0.43,0.53,0.53,0.65,0.65,0.65,0.43,0.81,0.53,1.00,0.81,0.43",20,,
us,clearway pain solution,,,,,,210,34,0.00,0.00,980000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches","0.28,0.35,0.28,0.35,0.35,0.44,0.35,0.44,0.35,0.35,0.54,0.35",20,,
us,dr smalley chattanooga,,,,,,210,18,0.86,0.14,35500,Commercial,"Video Carousel, People Also Ask, Related Searches, Local Pack, Image","0.65,0.65,0.80,1.00,0.80,0.65,0.65,0.65,0.80,0.80,1.00,0.80",90,,
us,pain management jonesboro,,,,,,210,15,2.80,0.11,468000,Commercial,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.43,0.35,0.35,0.29,0.35,0.43,1.00,0.43,0.29,0.29,0.35,0.29",20,,
us,mercy pain clinic,,,,,,210,32,0.00,0.00,9440000,Navigational,"Local Pack, Video, Image, People Also Ask, Related Searches","0.53,0.43,0.43,0.53,0.66,0.66,0.66,0.53,0.53,0.53,0.53,0.53",90,,
us,denver pain management greenwood village,,,,,,210,18,3.43,0.62,468000,"Navigational, Commercial","Local Pack, Site Links, Image, Related Searches","0.20,0.20,0.10,0.16,0.16,0.16,0.20,0.16,0.06,0.05,0.05,0.04",20,,
us,indiana spine group kokomo indiana,,,,,,210,36,2.46,0.09,39600,Navigational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.65,0.65,0.65,0.65,0.65,0.53,0.65,0.53,1.00,0.65,0.81,0.53",20,,
us,pain management lynchburg va,,,,,,210,8,1.85,0.15,386000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.65,0.65,0.81,0.81,0.65,0.65,0.65,1.00,0.65,0.65,0.81,0.81",20,,
us,15 riverside ave bristol ct,,,,,,210,7,0.00,0.00,1170000,Informational,"Video, People Also Ask, Related Searches","0.65,0.81,0.65,0.65,0.81,0.65,0.65,0.65,0.65,0.81,0.81,0.65",90,,
us,uofl pain management,,,,,,210,20,1.70,0.04,44700,Transactional,"Local Pack, Video, People Also Ask, Related Searches","0.65,0.65,1.00,0.53,0.65,0.65,0.65,1.00,0.81,0.65,0.65,0.65",90,,
us,pain management modesto,,,,,,210,1,0.00,0.00,1500000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.43,0.81,0.53,0.65,0.65,0.53,0.65,0.81,0.53,0.65,0.65,1.00",20,,
us,laurel pain management,,,,,,210,9,2.18,0.07,4950000,Informational,"Related Searches, Knowledge Panel, Video, Image, People Also Ask","0.80,0.80,0.65,1.00,0.80,0.65,0.65,0.65,0.53,1.00,0.80,0.65",70,,
us,knee centers of america,,,,,,170,7,0.00,0.00,149000000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.65,0.65,0.53,0.80,0.80,0.00,0.65,0.80,1.00,1.00,1.00,0.80",20,,
us,ic near me,,,,,,210,15,0.00,0.01,533000000,Transactional,"Site Links, Image, Related Searches, AI Overview","0.13,0.13,0.13,0.13,0.13,0.16,0.16,0.24,0.30,0.24,0.20,0.16",20,,
us,pain zero grove city,,,,,,210,7,3.22,0.21,3670000,Navigational,"Knowledge Panel, People Also Ask, Related Searches","0.66,1.00,0.53,0.35,0.53,0.43,0.66,0.53,0.66,0.53,0.53,0.35",70,,
us,aurora pain management,,,,,,210,19,0.00,0.00,13000000,Transactional,"Video, Related Searches, Local Pack","0.00,0.00,0.01,0.01,0.00,0.05,1.00,0.02,0.02,0.02,0.07,0.01",90,,
us,massac memorial clinic,,,,,,210,12,0.00,0.00,12700,"Navigational, Transactional","Local Pack, Site Links, Related Searches","0.65,0.81,0.81,0.53,0.53,0.53,0.65,0.53,0.81,0.81,0.81,0.53",20,,
us,palmetto pain management,,,,,,210,31,0.00,0.00,2150000,"Navigational, Commercial","Site Links, Video, Image, Related Searches, Local Pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",20,,
us,louisiana pain management monroe la,,,,,,210,11,1.88,0.08,496000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.53,0.43,1.00,1.00,0.82,0.35,0.35,0.53,0.35,0.43,0.43,0.43",20,,
us,pain management kingsport tn,,,,,,210,15,1.75,0.14,157000,Commercial,"Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.66,0.66,0.66,0.53,0.82,0.53,0.53,0.66,0.43,0.43,0.43,0.53",20,,
us,dr o quinn,,,,,,210,5,0.00,0.01,113000000,Commercial,"Video, People Also Ask, Related Searches, See Results About, Local Pack","0.66,0.66,0.66,0.53,0.66,0.53,0.53,0.53,0.66,0.53,0.53,0.43",90,,
us,pain management altoona pa,,,,,,210,8,0.00,0.00,318000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.53,0.65,0.53,0.65,0.65,0.65,0.65,0.81,0.65,0.81,0.81,0.53",20,,
us,southern oklahoma pain management,,,,,,210,13,0.00,0.02,5200000,Commercial,"Local Pack, Video Carousel, People Also Ask, Related Searches","0.53,0.80,0.80,0.65,0.65,0.65,1.00,1.00,1.00,1.00,0.80,0.80",90,,
us,peak anesthesia and pain management,,,,,,210,24,0.00,0.03,10600000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.43,0.34,1.00,0.81,0.34,0.34,0.53,0.43,0.81,1.00,1.00,1.00",20,,
us,dr. waldman,,,,,,210,14,2.22,0.04,4550000,Transactional,"Image Pack, Site Links, Video, Video Carousel, Related Searches, Local Pack","0.04,0.06,0.45,0.16,0.06,0.08,0.08,0.08,0.08,0.08,0.36,0.06",20,,
us,pain management williamsport pa,,,,,,210,0,1.98,0.21,235000,Commercial,"Related Searches, Local Pack, Site Links, Image, People Also Ask","0.65,0.81,0.65,0.81,0.53,0.53,0.65,0.65,0.53,0.65,0.81,0.53",,,
us,1221 college park drive dover de,,,,,,210,0,0.00,0.00,392000,Informational,"Image Pack, Image, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,pain clinics in johnson city tn,,,,,,210,17,0.00,0.00,874000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.81,0.81,1.00,1.00,1.00,0.81,0.00,0.02,0.02,0.00,0.00,0.00",20,,
us,corvallis pain and spine,,,,,,210,22,2.44,0.04,81700,Navigational,"Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.28,0.28,0.28,0.28,0.43,0.43,0.53,0.66,0.66,0.35,1.00,0.66",20,,
us,townsend smith,,,,,,210,25,1.69,0.05,26200000,Commercial,"Short Videos, Knowledge Panel, Image Pack, Site Links, Video, Related Searches","0.53,0.65,0.53,0.65,0.53,0.65,0.65,0.81,0.81,0.81,0.81,0.65",20,,
us,clearway pain solutions waldorf,,,,,,210,14,0.00,0.00,2760,Navigational,"Related Searches, Knowledge Panel, Image Pack, Site Links, Image, People Also Ask","0.65,1.00,0.65,0.80,0.42,0.26,0.65,0.80,0.80,0.80,1.00,0.80",20,,
us,pain management cleveland tn,,,,,,210,21,0.00,0.00,2860000,Commercial,"Related Searches, Local Pack, Video, Image, People Also Ask","0.53,0.53,0.66,0.53,0.53,0.43,0.35,0.66,0.66,0.53,0.53,0.53",90,,
us,pain management clinic evansville indiana,,,,,,210,27,3.08,0.13,126000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.53,0.43,0.66,0.28,0.35,0.82,0.82,0.35,0.28,0.53,0.53,0.66",20,,
us,nh neurospine institute bedford,,,,,,210,0,2.76,0.04,2510,Navigational,"Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.44,0.28,0.18,0.15,0.15,1.00,0.35,0.11,0.28,0.81,0.44,0.11",,,
us,preferred pain associates trussville al,,,,,,170,27,0.00,0.02,2480,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.42,0.53,0.53,1.00,0.80,0.65,0.80,1.00,0.65,0.80,0.80,0.80",20,,
us,ronald segura md,,,,,,210,2,4.47,0.02,360000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, Knowledge Panel, Image Pack","0.43,0.35,0.18,0.54,0.43,0.54,0.43,0.35,0.29,0.54,1.00,0.18",20,,
us,dr oley,,,,,,210,21,1.99,0.04,463000,Commercial,"Video, Video Carousel, Related Searches, Local Pack, Image Pack, Site Links","0.28,0.53,0.43,0.66,0.53,0.43,0.53,0.53,0.53,0.43,0.53,0.53",20,,
us,pain management fayetteville ar,,,,,,210,23,2.78,0.39,546000,Commercial,"Image, People Also Ask, Related Searches, AI Overview, Local Pack","0.65,0.65,0.53,0.53,0.65,0.65,0.53,0.81,0.43,0.43,0.53,0.53",90,,
us,blake christensen do,,,,,,210,24,5.79,0.03,8330000,Navigational,"Related Searches, Local Pack, Site Links, Video, People Also Ask","0.43,0.35,0.54,0.81,0.43,0.54,0.35,0.18,0.29,0.29,0.29,0.14",20,,
us,bellevue pain institute bellevue wa,,,,,,210,22,2.43,0.12,994000,Navigational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.53,0.43,0.34,0.53,0.81,0.81,0.53,1.00,0.81,0.53,0.81,0.53",20,,
us,pain management owensboro ky,,,,,,210,11,0.00,0.03,211000,Commercial,"Local Pack, Video, Image, People Also Ask, Related Searches","0.08,0.07,0.08,0.13,0.08,0.07,0.07,0.04,0.13,0.08,0.10,0.10",90,,
us,dothan pain management,,,,,,210,5,2.26,0.14,272000,Commercial,"Related Searches, Knowledge Panel, Site Links, Video, Image","0.35,0.35,0.43,0.66,0.35,1.00,0.53,0.43,0.66,0.43,0.66,0.35",20,,
us,southern pain specialists pc,,,,,,210,23,2.89,0.07,1230000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches","0.29,0.18,0.35,0.14,1.00,0.35,0.35,0.81,0.22,0.43,0.35,0.35",20,,
us,integrity pain scottsdale,,,,,,210,34,2.55,0.24,208000,Navigational,"Site Links, Image, Related Searches, Knowledge Panel","0.18,0.44,0.23,0.44,0.23,0.44,0.54,0.15,0.18,0.44,0.44,0.05",20,,
us,pain management anderson sc,,,,,,210,12,0.00,0.00,34400000,Commercial,"Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.00,0.04,0.04,0.26,0.26,0.11,0.21,0.26,1.00,0.21,0.32,0.02",20,,
us,ohsu beaverton oregon,,,,,,210,37,0.00,0.01,114000,"Navigational, Transactional","Image, People Also Ask, Related Searches, Knowledge Panel","0.44,0.23,0.29,0.15,0.12,0.23,0.29,0.12,0.29,0.29,0.81,0.09",70,,
us,pain management elizabethtown ky,,,,,,210,17,2.85,0.27,275000,Commercial,"Local Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.65,0.65,0.65,0.81,0.65,0.81,0.81,0.81,1.00,0.65,0.65,0.65",90,,
us,red river medical services,,,,,,210,37,0.00,0.01,161000000,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","1.00,0.65,0.53,0.80,0.80,0.65,1.00,0.80,0.80,0.80,1.00,0.65",20,,
us,520 illinois st,,,,,,210,15,0.00,0.04,15800000,Informational,"Video, Image, People Also Ask, Related Searches","0.34,0.53,0.34,0.28,0.28,0.53,1.00,0.43,1.00,1.00,0.65,0.81",90,,
us,dr perper astoria,,,,,,210,18,2.62,0.09,6050,Informational,"Image Pack, Site Links, Related Searches, Knowledge Panel","0.35,0.35,0.43,0.23,0.28,0.53,0.43,0.82,0.53,0.82,1.00,0.23",20,,
us,spectrum pain management,,,,,,210,26,3.63,0.03,135000000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.43,0.43,0.43,0.66,0.43,0.66,0.53,0.53,0.53,0.43,0.43,0.53",20,,
us,hemlock pain center,,,,,,210,33,0.00,0.00,957000,Navigational,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.65,0.53,0.65,0.65,0.81,0.53,0.81,0.00,0.65,1.00,0.81,0.53",20,,
us,olympia neurological institute at mcalester,,,,,,210,32,1.35,0.04,2330,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.06,0.03,0.06,0.30,1.00,0.01,0.01,0.16,0.01,0.03,0.01,0.01",20,,
us,new mexico center for pain & wellness,,,,,,210,21,0.00,0.04,37200000,Navigational,"Image, People Also Ask, Related Searches, Knowledge Panel, Site Links, Video","0.28,0.28,0.43,0.43,0.53,0.53,0.53,0.53,0.53,0.66,1.00,0.43",20,,
us,pain clinic silverdale,,,,,,210,9,0.00,0.00,237000,Informational,"Knowledge Panel, Site Links, Image, Related Searches","0.28,0.28,0.35,0.35,0.44,0.35,0.28,0.28,0.35,0.35,0.35,0.35",20,,
us,bone and joint dickinson nd,,,,,,210,23,0.00,0.00,608000,"Informational, Transactional","Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.65,0.80,0.80,0.80,0.80,0.65,0.65,0.80,1.00,0.80,0.80,1.00",70,,
us,wrmc batesville,,,,,,210,31,0.00,0.00,4630,Navigational,"Related Searches, Knowledge Panel, Site Links, Video, People Also Ask","0.65,0.81,0.53,0.65,0.53,0.81,0.81,0.81,0.81,0.65,0.53,0.53",20,,
us,pain management victoria tx,,,,,,210,8,1.53,0.25,5460000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack","0.65,1.00,0.80,0.80,0.80,0.80,0.80,1.00,1.00,1.00,0.80,0.80",90,,
us,dr toliver san diego,,,,,,210,10,2.21,0.04,484000,"Informational, Transactional","People Also Ask, Related Searches, Knowledge Panel, Image Pack, Video","0.53,0.53,0.43,0.66,0.43,0.43,0.53,1.00,0.66,0.66,0.43,0.35",70,,
us,new hampshire neurospine bedford nh,,,,,,210,27,2.67,0.01,1960,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Image","0.54,0.29,0.43,0.18,0.43,0.81,0.81,0.14,0.29,0.29,1.00,0.10",20,,
us,providence pain management,,,,,,210,31,2.53,0.21,7830000,Navigational,"Local Pack, Image, People Also Ask, Related Searches","0.65,0.65,0.65,1.00,0.80,0.42,0.34,0.80,1.00,0.80,0.80,0.80",90,,
us,norcal pain,,,,,,210,19,0.00,0.01,8060000,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Video","0.29,0.35,0.35,0.35,0.22,0.29,0.43,0.54,0.35,0.54,0.54,0.66",20,,
us,nesbitt pain,,,,,,210,26,0.00,0.00,1570000,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.54,0.66,0.43,0.14,0.18,0.35,1.00,0.54,0.43,0.29,0.43,0.54",20,,
us,american spine,,,,,,210,52,0.00,0.00,187000000,Navigational,"Local Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",20,,
us,arizona pain specialists az,,,,,,210,23,2.13,0.42,1290000,Transactional,"Local Pack, Site Links, Video, Image, Related Searches","0.43,0.35,0.54,0.22,0.29,0.66,0.66,0.22,0.29,1.00,0.22,0.06",20,,
us,union medic group,,,,,,170,26,0.00,0.02,373000000,Informational,"Site Links, Image, People Also Ask, Related Searches","0.35,0.35,0.35,0.43,0.35,0.28,0.28,0.35,0.35,0.82,0.66,1.00",20,,
us,integrity pain & wellness,,,,,,210,41,3.18,0.08,235000000,Navigational,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.65,0.53,0.43,0.34,1.00,1.00,0.28,0.53,0.65,0.81,0.65,0.81",20,,
us,laurel pain clinic in laurel ms,,,,,,210,17,0.00,0.00,213000,Informational,"Knowledge Panel, Video, Image, Related Searches","0.43,0.35,0.29,0.22,0.29,0.81,0.81,0.22,0.29,0.81,1.00,0.06",70,,
us,yakov perper md universal pain management,,,,,,210,16,0.00,0.04,726,"Informational, Transactional","People Also Ask, Knowledge Panel, Image Pack, Image","0.29,0.18,0.35,0.14,0.22,0.66,1.00,0.29,0.29,0.54,0.54,0.81",70,,
us,cls pain management,,,,,,210,0,1.65,0.15,2210000,"Navigational, Transactional","Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.53,0.80,0.65,0.80,0.65,0.65,1.00,1.00,0.65,1.00,0.80,0.65",,,
us,paducah ky pain management,,,,,,210,18,1.94,0.05,66100,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Video","0.44,0.28,0.28,0.15,0.06,0.44,0.35,0.23,0.28,0.66,1.00,0.08",90,,
us,advanced pain and regenerative medical solutions,,,,,,210,21,0.00,0.02,6430000,Navigational,"Local Pack, Site Links, Related Searches","0.80,0.80,1.00,0.80,1.00,0.80,0.80,0.80,0.65,1.00,1.00,0.80",20,,
us,sergio alvarado md,,,,,,210,10,1.75,0.07,1090000,Commercial,"Local Pack, Site Links, Video, Related Searches","0.53,0.65,0.65,0.65,0.65,0.80,0.80,0.80,1.00,1.00,1.00,1.00",20,,
us,alta pain physicians utah,,,,,,210,29,0.00,0.03,190000,Navigational,"Local Pack, Site Links, People Also Ask, Related Searches","0.81,0.53,0.65,0.65,0.81,0.65,0.81,0.65,1.00,0.81,0.65,0.65",20,,
us,dr donald erb,,,,,,210,8,3.11,0.07,915000,Informational,"Related Searches, Knowledge Panel, Image Pack, Video, People Also Ask","0.65,0.53,0.80,0.80,0.80,1.00,0.80,0.53,0.80,0.80,0.53,0.53",70,,
us,eagle rock physical therapy,,,,,,210,26,0.00,0.05,3240000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.43,0.66,0.53,0.53,0.43,0.43,0.35,0.43,0.53,0.53,0.53,0.43",20,,
us,mount sinai doctors west 57th street,,,,,,210,31,1.66,0.07,51800,Navigational,"Related Searches, Knowledge Panel, Site Links, Image, People Also Ask","0.43,0.43,0.35,0.43,0.54,0.54,0.43,1.00,0.29,0.43,0.35,0.35",20,,
us,pain management huntington wv,,,,,,210,18,2.42,0.28,702000,Commercial,"Related Searches, Local Pack, Video, Image, People Also Ask","0.35,0.35,0.28,0.28,0.35,0.28,0.35,0.35,0.28,0.35,0.44,0.28",90,,
us,dr wienecke okc,,,,,,210,20,4.46,0.06,850,Informational,"People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links","0.26,0.21,0.09,0.09,0.17,0.21,0.09,0.11,0.32,0.26,0.32,0.26",20,,
us,midwest pain clinic in omaha ne,,,,,,210,22,2.95,0.26,627000,Navigational,"Site Links, Video, Related Searches, Knowledge Panel","1.00,1.00,0.43,0.12,0.28,0.53,0.82,0.35,0.28,0.53,0.66,0.12",20,,
us,kneepaincenters of america.com,,,,,,170,7,3.72,0.78,7070,Navigational,"Site Links, Video, Adwords Bottom","0.03,0.81,0.81,0.53,1.00",20,,
us,trident pain center north charleston,,,,,,170,0,0.00,0.03,68000,Navigational,"Video, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.53,0.65,0.65,0.65,0.65,0.65,0.53,1.00,0.65,0.65,0.65,0.80",,,
us,relivus,,,,,,210,25,1.63,0.07,8010,Navigational,"Site Links, Video, Related Searches, See Results About","0.00,0.36,0.00,0.00,0.13,0.00,1.00,0.00,0.30,0.00,0.00,0.20",20,,
us,ims pain management,,,,,,210,6,2.01,0.07,3410000,"Informational, Transactional","Knowledge Panel, Video, Related Searches","0.80,0.80,0.80,1.00,1.00,0.80,1.00,1.00,1.00,0.80,0.80,0.65",70,,
us,spinal interventions in provo utah,,,,,,210,16,3.00,0.32,10100,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.43,0.29,0.29,0.22,0.29,0.66,1.00,0.29,0.29,0.54,0.54,0.81",20,,
us,swedish pain management,,,,,,210,22,2.43,0.12,54800000,Navigational,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.80,0.80,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.80",20,,
us,uc pain management,,,,,,210,39,2.22,0.23,40100000,Navigational,"Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.65,0.80,0.80,0.80,0.80,0.80,0.65,0.80,0.80,0.80,0.80,0.80",70,,
us,boomerang healthcare walnut creek,,,,,,170,18,2.46,0.14,12700,"Informational, Navigational","Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.28,0.34,0.53,0.81,0.65,0.65,0.43,0.65,0.81,0.65,1.00,0.81",20,,
us,pain management thomasville ga,,,,,,210,0,4.38,0.05,119000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.23,0.23,0.19,0.29,0.29,0.23,0.23,0.23,0.36,0.23,0.19,0.23",,,
us,ucsf pain management san francisco,,,,,,210,31,2.70,0.04,241000,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.29,0.35,0.54,0.10,0.29,0.66,0.66,0.29,0.29,0.54,0.54,0.81",20,,
us,southern pain specialists,,,,,,210,19,2.89,0.07,15100000,Commercial,"Site Links, Video, Image, Related Searches, Local Pack","0.53,0.28,0.28,0.23,0.28,0.43,0.53,0.66,0.82,1.00,0.53,0.43",20,,
us,dr ellis pain management,,,,,,210,17,1.70,0.22,10600000,Commercial,"Related Searches, Local Pack, Site Links, Video, Image","0.28,0.53,0.81,0.81,1.00,0.53,0.53,0.53,0.53,0.65,0.65,0.65",20,,
us,201 n mayfair road,,,,,,210,17,0.00,0.01,1220000,Navigational,"Site Links, Image, Related Searches","0.17,0.21,0.09,0.26,0.21,0.39,0.21,0.09,0.14,0.32,0.17,0.11",20,,
us,ronald segura,,,,,,210,8,4.31,0.02,28300000,"Informational, Transactional","People Also Ask, Related Searches, Short Videos, Knowledge Panel, Image Pack, Site Links, Video, Image","0.43,0.43,0.28,0.17,1.00,1.00,0.82,0.82,0.53,0.23,0.43,0.43",20,,
us,atrium pain center,,,,,,170,27,2.18,0.29,7770000,Commercial,"Local Pack, Site Links, Video, Related Searches","0.35,0.28,0.28,0.82,1.00,0.35,0.35,0.53,0.66,0.28,0.66,0.53",20,,
us,yakov perper md,,,,,,210,18,2.52,0.10,1310,"Informational, Transactional","Image Pack, Image, Knowledge Panel","0.66,0.43,0.54,0.54,0.54,0.43,0.35,0.43,0.43,0.54,0.22,0.35",70,,
us,cedar rapids pain associates cedar rapids ia,,,,,,210,27,3.36,0.04,138000,Navigational,"Site Links, People Also Ask, Related Searches, Knowledge Panel","0.66,0.66,0.43,0.43,0.43,0.43,0.54,0.54,0.29,0.29,0.22,0.35",20,,
us,201 mayfair road,,,,,,210,17,0.00,0.01,2130000,Navigational,"Image, Related Searches, Site Links","0.28,0.28,0.28,0.23,0.28,1.00,0.82,0.82,0.53,0.66,0.43,0.43",20,,
